etID  | Input | Popular Latin | Old Spanish | Middle Spanish | Output {GOLD}
424    | #kˌomperˈɑːre# | *#kˌomperˈɑːre# | *#kˌompɾˈɑɾe# | *#kˌompɾˈɑɾ# | *#kompɾˈɑɾ# {GOLD: #kompɾˈɑɾ#}
425    | #kˌomput̪ˈɑːre# | *#kˌomput̪ˈɑːre# | *#kˌompod̪ˈɑɾe# | *#kˌomwt̪ˈɑɾ# | *#komwt̪ˈɑɾ# {GOLD: #kon̪t̪ˈɑɾ#}
426    | #kˌompˈɑn̪ikum# | *#kˌompˈɑn̪ikum# | *#kˌompˈɑn̪eɡo# | *#kˌompˈɑn̪ɡo# | *#kompˈɑn̪ɡo# {GOLD: #kompˈɑn̪ɡo#}
427    | #kˌon̪d̪ˈukt̪um# | *#kˌon̪d̪ˈukt̪um# | *#kˌon̪d̪ˈujt̪o# | *#kˌon̪d̪ˈut͡ʃo# | *#kon̪d̪ˈut͡ʃo# {GOLD: #kon̪d̪ˈut͡ʃo#}
428    | #kˌon̪kˈilium# | *#kˌon̪kˈilium# | *#kˌon̪t͡sˈeʎo# | *#kˌon̪s̪ˈeʃo# | *#kon̪θˈexo# {GOLD: #kon̪θˈexo#}
429    | #kˌon̪st̪ˈɑːre# | *#kˌoːn̪st̪ˈɑːre# | *#kˌos̪t̪ˈɑɾe# | *#kˌost̪ˈɑɾ# | *#kost̪ˈɑɾ# {GOLD: #kost̪ˈɑɾ#}
430    | #kˌon̪sut̪ˈuːrɑ# | *#kˌoːn̪sut̪ˈuːrɑ# | *#kˌost̪ˈuɾɑ# | *#kˌost̪ˈuɾɑ# | *#kost̪ˈuɾɑ# {GOLD: #kost̪ˈuɾɑ#}
431    | #kˌon̪t̪rˈɑkt̪um# | *#kˌon̪t̪rˈɑkt̪um# | *#kˌon̪t̪ɾˈɑjt̪o# | *#kˌon̪t̪ɾˈet͡ʃo# | *#kon̪t̪ɾˈet͡ʃo# {GOLD: #kon̪t̪ɾˈet͡ʃo#}
432    | #kˌon̪t̪ˈempt̪um# | *#kˌon̪t̪ˈeːn̪t̪um# | *#kˌon̪t̪ˈen̪t̪o# | *#kˌon̪t̪ˈen̪t̪o# | *#kon̪t̪ˈen̪t̪o# {GOLD: #kon̪t̪ˈen̪t̪o#}
433    | #kˌon̪t̪ˌin̪ˈeːre# | *#kˌon̪t̪ˌin̪ˈeːre# | *#kˌon̪t̪ˌen̪ˈeɾe# | *#kˌon̪t̪ˌen̪ˈeɾ# | *#kon̪t̪en̪ˈeɾ# {GOLD: #kon̪t̪en̪ˈeɾ#}
434    | #kˌord̪ˈolium# | *#kˌord̪ˈolium# | *#kˌoɾd̪ˈoʎo# | *#kˌoɾd̪ˈoʃo# | *#koɾd̪ˈoxo# {GOLD: #koɾd̪ˈoxo#}
435    | #kˌorn̪ˈikulɑm# | *#kˌorn̪ˈikulɑm# | *#kˌoɾn̪ˈeʎɑ# | *#kˌoɾn̪ˈeʃɑ# | *#koɾn̪ˈexɑ# {GOLD: #koɾn̪ˈexɑ#}
436    | #kˌorrˈiɡiɑm# | *#kˌorrˈiɡiɑm# | *#kˌorˈiɑ# | *#kˌorˈiɑ# | *#korˈiɑ# {GOLD: #korˈeɑ#}
437    | #kˌorrˈupt̪ium# | *#kˌorrˈupt̪ium# | *#kˌorˈot͡so# | *#kˌorˈos̪o# | *#korˈoθo# {GOLD: #korˈoθo#}
438    | #kˌort̪ˈikeɑ# | *#kˌort̪ˈikeɑ# | *#kˌoɾt̪ˈed͡zɑ# | *#kˌoɾt̪ˈes̪ɑ# | *#koɾt̪ˈeθɑ# {GOLD: #koɾt̪ˈeθɑ#}
439    | #kˌorˈoːn̪ɑm# | *#kˌorˈoːn̪ɑm# | *#kˌoɾˈon̪ɑ# | *#kˌoɾˈon̪ɑ# | *#koɾˈon̪ɑ# {GOLD: #koɾˈon̪ɑ#}
440    | #kˌorˈɑmin̪e# | *#kˌorˈɑmin̪e# | *#kˌoɾˈɑmen̪e# | *#kˌoɾˈɑmbɾe# | *#koɾˈɑmbɾe# {GOLD: #koɾˈɑmbɾe#}
441    | #kˌoˌopˈert̪um# | *#kˌoˌopˈert̪um# | *#kˌobjˈeɾt̪o# | *#kˌubjˈeɾt̪o# | *#kubjˈeɾt̪o# {GOLD: #kubjˈeɾt̪o#}
442    | #kˌoˈɑːɡulum# | *#kˌoˈɑːɡulum# | *#kˌoˈɑʎo# | *#kˌoˈɑʃo# | *#koˈɑxo# {GOLD: #kwˈɑxo#}
443    | #kˌoːn̪sˈilium# | *#kˌoːn̪sˈilium# | *#kˌozˈeʎo# | *#kˌosˈeʃo# | *#kosˈexo# {GOLD: #kon̪sˈexo#}
444    | #kˌoːperˈiːre# | *#kˌoːperˈiːre# | *#kˌobɾˈiɾe# | *#kˌobɾˈiɾ# | *#kobɾˈiɾ# {GOLD: #kobɾˈiɾ#}
445    | #kˌoːt̪urn̪ˈiːkem# | *#kˌoːt̪urn̪ˈiːkem# | *#kˌod̪ɾn̪ˈid͡ze# | *#kˌon̪d̪ˈis̪# | *#kon̪d̪ˈiθ# {GOLD: #kod̪oɾn̪ˈiθ#}
446    | #kˌoːɡit̪ˈɑːre# | *#kˌoːɡit̪ˈɑːre# | *#kwed̪ˈɑɾe# | *#kwed̪ˈɑɾ# | *#kwed̪ˈɑɾ# {GOLD: #kwid̪ˈɑɾ#}
447    | #kˌubˈikulum# | *#kˌubˈikulum# | *#kˌobˈeʎo# | *#kˌobˈeʃo# | *#kobˈexo# {GOLD: #kobˈixo#}
448    | #kˌukˈullum# | *#kˌukˈullum# | *#kˌoɡˈollo# | *#kˌoɡˈoʎo# | *#koɡˈoʝo# {GOLD: #koɡˈoʝo#}
449    | #kˌult̪rˈɑːle# | *#kˌul̪t̪rˈɑːle# | *#kˌojt̪ɾˈɑle# | *#kˌot͡ʃɾˈɑl# | *#kot͡ʃɾˈɑl# {GOLD: #kwit̪ɾˈɑl#}
450    | #kˌult̪ˈellum# | *#kˌul̪t̪ˈellum# | *#kˌojt̪jˈello# | *#kˌot͡ʃˈeʎo# | *#kot͡ʃˈeʝo# {GOLD: #kut͡ʃˈiʝo#}
451    | #kˌummˈiːn̪um# | *#kˌummˈiːn̪um# | *#kˌommˈin̪o# | *#kˌomˈin̪o# | *#komˈin̪o# {GOLD: #komˈin̪o#}
452    | #kˌun̪ˈikulum# | *#kˌun̪ˈikulum# | *#kˌon̪ˈeʎo# | *#kˌon̪ˈeʃo# | *#kon̪ˈexo# {GOLD: #kon̪ˈexo#}
453    | #kˌuskˈulium# | *#kˌuskˈulium# | *#kˌoskˈuʎo# | *#kˌoskˈuʃo# | *#koskˈuxo# {GOLD: #koskˈoxo#}
454    | #kˌuːrˈɑːre# | *#kˌuːrˈɑːre# | *#kˌuɾˈɑɾe# | *#kˌuɾˈɑɾ# | *#kuɾˈɑɾ# {GOLD: #kuɾˈɑɾ#}
455    | #kˌɑbˈɑllum# | *#kˌɑbˈɑllum# | *#kˌɑbˈɑllo# | *#kˌɑbˈɑʎo# | *#kɑbˈɑʝo# {GOLD: #kɑbˈɑʝo#}
456    | #kˌɑd̪ˈere# | *#kˌɑd̪ˈere# | *#kˌɑjˈeɾe# | *#kˌɑʝˈeɾ# | *#kɑʝˈeɾ# {GOLD: #kɑˈeɾ#}
457    | #kˌɑld̪ˈɑːrium# | *#kˌɑl̪d̪ˈɑːrium# | *#kˌɑl̪d̪ˈɑjɾo# | *#kˌɑl̪d̪ˈeɾo# | *#kɑl̪d̪ˈeɾo# {GOLD: #kɑld̪ˈeɾo#}
458    | #kˌɑllˈikulɑ# | *#kˌɑllˈikulɑ# | *#kˌɑllˈeʎɑ# | *#kˌɑʎˈeʃɑ# | *#kɑʝˈexɑ# {GOLD: #kɑʝˈexɑ#}
459    | #kˌɑlˈoːrem# | *#kˌɑlˈoːrem# | *#kˌɑlˈoɾe# | *#kˌɑlˈoɾ# | *#kɑlˈoɾ# {GOLD: #kɑlˈoɾ#}
460    | #kˌɑmpsˈɑːre# | *#kˌɑːmpsˈɑːre# | *#kˌɑmsˈɑɾe# | *#kˌɑn̪sˈɑɾ# | *#kɑn̪sˈɑɾ# {GOLD: #kɑn̪sˈɑɾ#}
461    | #kˌɑn̪n̪ˈiːkium# | *#kˌɑn̪n̪ˈiːkium# | *#kˌɑn̪n̪ˈid͡zo# | *#kˌɑɲˈis̪o# | *#kɑɲˈiθo# {GOLD: #kɑɲˈiθo#}
462    | #kˌɑn̪ˈit̪iɑm# | *#kˌɑn̪ˈit̪iɑm# | *#kˌɑn̪ˈed͡zɑ# | *#kˌɑn̪ˈes̪ɑ# | *#kɑn̪ˈeθɑ# {GOLD: #kɑn̪ˈeθɑ#}
463    | #kˌɑpillɑt̪ˈuːrɑ# | *#kˌɑpillɑt̪ˈuːrɑ# | *#kˌɑbellɑd̪ˈuɾɑ# | *#kˌɑbeʎɑd̪ˈuɾɑ# | *#kɑbeʝɑd̪ˈuɾɑ# {GOLD: #kɑbeʝɑd̪ˈuɾɑ#}
464    | #kˌɑpit̪ˈellum# | *#kˌɑpit̪ˈellum# | *#kˌɑbed̪jˈello# | *#kˌɑwd̪ˈiʎo# | *#kɑwd̪ˈiʝo# {GOLD: #kɑwd̪ˈiʝo#}
465    | #kˌɑpit̪ˈɑːlem# | *#kˌɑpit̪ˈɑːlem# | *#kˌɑbed̪ˈɑle# | *#kˌɑwd̪ˈɑl# | *#kɑwd̪ˈɑl# {GOLD: #kɑwd̪ˈɑl#}
466    | #kˌɑppˈellɑ# | *#kˌɑppˈellɑ# | *#kˌɑpjˈellɑ# | *#kˌɑpˈiʎɑ# | *#kɑpˈiʝɑ# {GOLD: #kɑpˈiʝɑ#}
467    | #kˌɑprˈɑːrium# | *#kˌɑprˈɑːrium# | *#kˌɑbɾˈɑjɾo# | *#kˌɑbɾˈeɾo# | *#kɑbɾˈeɾo# {GOLD: #kɑbɾˈeɾo#}
468    | #kˌɑpsˈeolɑ# | *#kˌɑpsˈeolɑ# | *#kˌɑsjwˈelɑ# | *#kˌɑʃwˈelɑ# | *#kɑxwˈelɑ# {GOLD: #kɑxwˈelɑ#}
469    | #kˌɑpt̪iˈɑːre# | *#kˌɑpt̪iˈɑːre# | *#kˌɑt͡sˈɑɾe# | *#kˌɑs̪ˈɑɾ# | *#kɑθˈɑɾ# {GOLD: #kɑθˈɑɾ#}
470    | #kˌɑpt̪ˈɑːre# | *#kˌɑpt̪ˈɑːre# | *#kˌɑt̪ˈɑɾe# | *#kˌɑt̪ˈɑɾ# | *#kɑt̪ˈɑɾ# {GOLD: #kɑt̪ˈɑɾ#}
471    | #kˌɑpˈillum# | *#kˌɑpˈillum# | *#kˌɑbˈello# | *#kˌɑbˈeʎo# | *#kɑbˈeʝo# {GOLD: #kɑbˈeʝo#}
472    | #kˌɑpˈist̪rum# | *#kˌɑpˈist̪rum# | *#kˌɑbˈes̪t̪ɾo# | *#kˌɑbˈest̪ɾo# | *#kɑbˈest̪ɾo# {GOLD: #kɑbˈest̪ɾo#}
473    | #kˌɑpˈit̪iɑ# | *#kˌɑpˈit̪iɑ# | *#kˌɑbˈed͡zɑ# | *#kˌɑbˈes̪ɑ# | *#kɑbˈeθɑ# {GOLD: #kɑbˈeθɑ#}
474    | #kˌɑpˈit̪ulum# | *#kˌɑpˈit̪ulum# | *#kˌɑbˈed̪lo# | *#kˌɑbˈeld̪o# | *#kɑbˈeld̪o# {GOLD: #kɑbˈild̪o#}
475    | #kˌɑpˈɑn̪n̪ɑm# | *#kˌɑpˈɑn̪n̪ɑm# | *#kˌɑbˈɑn̪n̪ɑ# | *#kˌɑbˈɑɲɑ# | *#kɑbˈɑɲɑ# {GOLD: #kɑbˈɑɲɑ#}
476    | #kˌɑrbˈoːn̪em# | *#kˌɑrbˈoːn̪em# | *#kˌɑɾbˈon̪e# | *#kˌɑɾbˈon̪# | *#kɑɾbˈon̪# {GOLD: #kɑɾbˈon̪#}
477    | #kˌɑrn̪ˈiːkeɑ# | *#kˌɑrn̪ˈiːkeɑ# | *#kˌɑɾn̪ˈid͡zɑ# | *#kˌɑɾn̪ˈis̪ɑ# | *#kɑɾn̪ˈiθɑ# {GOLD: #kɑɾn̪ˈiθɑ#}
478    | #kˌɑrrikˈɑːre# | *#kˌɑrrikˈɑːre# | *#kˌɑreɡˈɑɾe# | *#kˌɑrɡˈɑɾ# | *#kɑrɡˈɑɾ# {GOLD: #kɑɾɡˈɑɾ#}
479    | #kˌɑseˈɑːrium# | *#kˌɑseˈɑːrium# | *#kˌɑjzˈɑjɾo# | *#kˌesˈeɾo# | *#kesˈeɾo# {GOLD: #kesˈeɾo#}
480    | #kˌɑst̪ˈellum# | *#kˌɑst̪ˈellum# | *#kˌɑs̪t̪jˈello# | *#kˌɑst̪ˈiʎo# | *#kɑst̪ˈiʝo# {GOLD: #kɑst̪ˈiʝo#}
481    | #kˌɑst̪ˈiːkeum# | *#kˌɑst̪ˈiːkeum# | *#kˌɑs̪t̪ˈid͡zo# | *#kˌɑst̪ˈis̪o# | *#kɑst̪ˈiθo# {GOLD: #kɑst̪ˈiθo#}
482    | #kˌɑst̪ˈɑn̪eɑ# | *#kˌɑst̪ˈɑn̪eɑ# | *#kˌɑs̪t̪ˈɑɲɑ# | *#kˌɑst̪ˈɑɲɑ# | *#kɑst̪ˈɑɲɑ# {GOLD: #kɑst̪ˈɑɲɑ#}
483    | #kˌɑsˈɑːrium# | *#kˌɑsˈɑːrium# | *#kˌɑzˈɑjɾo# | *#kˌɑsˈeɾo# | *#kɑsˈeɾo# {GOLD: #kɑsˈeɾo#}
484    | #kˌɑt̪eːn̪ˈɑːt̪um# | *#kˌɑt̪eːn̪ˈɑːt̪um# | *#kˌɑd̪en̪ˈɑd̪o# | *#kˌɑn̪d̪ˈɑd̪o# | *#kɑn̪d̪ˈɑd̪o# {GOLD: #kɑn̪d̪ˈɑd̪o#}
485    | #kˌɑt̪ˈeːn̪ɑm# | *#kˌɑt̪ˈeːn̪ɑm# | *#kˌɑd̪ˈen̪ɑ# | *#kˌɑd̪ˈen̪ɑ# | *#kɑd̪ˈen̪ɑ# {GOLD: #kɑd̪ˈen̪ɑ#}
486    | #kˌɑːrit̪ˈɑːt̪em# | *#kˌɑːrit̪ˈɑːt̪em# | *#kˌɑɾt̪ˈɑd̪e# | *#kˌɑɾt̪ˈɑd̪# | *#kɑɾt̪ˈɑd̪# {GOLD: #kɑɾid̪ˈɑd̪#}
487    | #kˌɑːseˈɑːriɑm# | *#kˌɑːseˈɑːriɑm# | *#kˌɑjzˈɑjɾɑ# | *#kˌesˈeɾɑ# | *#kesˈeɾɑ# {GOLD: #kesˈeɾɑ#}
488    | #kʰˈɑrt̪ɑ# | *#kˈɑrt̪ɑ# | *#kˈɑɾt̪ɑ# | *#kˈɑɾt̪ɑ# | *#kˈɑɾt̪ɑ# {GOLD: #kˈɑɾt̪ɑ#}
489    | #lˈɑn̪kulɑ# | *#lˈɑn̪kulɑ# | *#lˈɑn̪kʎɑ# | *#lˈɑn̪t͡ʃɑ# | *#lˈɑn̪t͡ʃɑ# {GOLD: #lˈɑn̪t͡ʃɑ#}
490    | #lˈekt̪um# | *#lˈekt̪um# | *#lˈejt̪o# | *#lˈet͡ʃo# | *#lˈet͡ʃo# {GOLD: #lˈet͡ʃo#}
491    | #lˈen̪d̪in̪em# | *#lˈen̪d̪in̪em# | *#ljˈen̪d̪en̪e# | *#ljˈen̪n̪d̪e# | *#ljˈen̪n̪d̪e# {GOLD: #ljˈen̪d̪ɾe#}
492    | #lˈen̪t̪eum# | *#lˈen̪t̪eum# | *#ljˈen̪t͡so# | *#ljˈen̪s̪o# | *#ljˈen̪θo# {GOLD: #ljˈen̪θo#}
493    | #lˈeporem# | *#lˈeporem# | *#ljˈebɾe# | *#ljˈebɾe# | *#ljˈebɾe# {GOLD: #ljˈebɾe#}
494    | #lˈewoː# | *#lˈewoː# | *#ljˈevo# | *#ljˈebo# | *#ljˈebo# {GOLD: #ʝˈebo#}
495    | #lˈiːbrum# | *#lˈiːbrum# | *#lˈibɾo# | *#lˈibɾo# | *#lˈibɾo# {GOLD: #lˈibɾo#}
496    | #lˈiksɑm# | *#lˈiksɑm# | *#lˈejsɑ# | *#lˈeʃɑ# | *#lˈexɑ# {GOLD: #lˈixɑ#}
497    | #lˈimpid̪um# | *#lˈimpid̪um# | *#lˈimpjo# | *#lˈimpjo# | *#lˈimpjo# {GOLD: #lˈimpjo#}
498    | #lˈin̪ɡwɑm# | *#lˈin̪ɡwɑm# | *#lˈen̪ɡʷɑ# | *#lˈen̪ɡʷɑ# | *#lˈen̪ɡʷɑ# {GOLD: #lˈen̪ɡʷɑ#}
499    | #lˈit̪t̪erɑm# | *#lˈit̪t̪erɑm# | *#lˈet̪ɾɑ# | *#lˈet̪ɾɑ# | *#lˈet̪ɾɑ# {GOLD: #lˈet̪ɾɑ#}
500    | #lˈiɡn̪um# | *#lˈiɡn̪um# | *#lˈeɲo# | *#lˈeɲo# | *#lˈeɲo# {GOLD: #lˈeɲo#}
501    | #lˈiɡn̪ɑ# | *#lˈiɡn̪ɑ# | *#lˈeɲɑ# | *#lˈeɲɑ# | *#lˈeɲɑ# {GOLD: #lˈeɲɑ#}
502    | #lˈiːmɑ# | *#lˈiːmɑ# | *#lˈimɑ# | *#lˈimɑ# | *#lˈimɑ# {GOLD: #lˈimɑ#}
503    | #lˈiːn̪um# | *#lˈiːn̪um# | *#lˈin̪o# | *#lˈin̪o# | *#lˈin̪o# {GOLD: #lˈin̪o#}
504    | #lˈiːt̪em# | *#lˈiːt̪em# | *#lˈid̪e# | *#lˈid̪# | *#lˈid̪# {GOLD: #lˈid̪#}
505    | #lˈokum# | *#lˈokum# | *#lwˈeɡo# | *#lwˈeɡo# | *#lwˈeɡo# {GOLD: #lwˈeɡo#}
506    | #lˈon̪ɡum# | *#lˈon̪ɡum# | *#lwˈen̪ɡo# | *#lwˈen̪ɡo# | *#lwˈen̪ɡo# {GOLD: #lwˈen̪ɡo#}
507    | #lˈukrum# | *#lˈukrum# | *#lˈoɡɾo# | *#lˈoɡɾo# | *#lˈoɡɾo# {GOLD: #lˈoɡɾo#}
508    | #lˈuːksum# | *#lˈuːksum# | *#lˈujso# | *#lˈuʃo# | *#lˈuxo# {GOLD: #lˈuxo#}
509    | #lˈukt̪ɑm# | *#lˈukt̪ɑm# | *#lˈujt̪ɑ# | *#lˈut͡ʃɑ# | *#lˈut͡ʃɑ# {GOLD: #lˈut͡ʃɑ#}
510    | #lˈumbum# | *#lˈumbum# | *#lˈombo# | *#lˈombo# | *#lˈombo# {GOLD: #lˈomo#}
511    | #lˈupum# | *#lˈupum# | *#lˈobo# | *#lˈobo# | *#lˈobo# {GOLD: #lˈobo#}
512    | #lˈut̪um# | *#lˈut̪um# | *#lˈod̪o# | *#lˈod̪o# | *#lˈod̪o# {GOLD: #lˈod̪o#}
513    | #lˈuːkem# | *#lˈuːkem# | *#lˈud͡ze# | *#lˈus̪# | *#lˈuθ# {GOLD: #lˈuθ#}
514    | #lˈuːkid̪um# | *#lˈuːkid̪um# | *#lˈud͡zjo# | *#lˈus̪jo# | *#lˈuθjo# {GOLD: #lˈuθjo#}
515    | #lˈuskid̪um# | *#lˈuskid̪um# | *#lˈust͡sjo# | *#lˈus̪jo# | *#lˈuθjo# {GOLD: #lˈuθjo#}
516    | #lˈuːkt̪ɑm# | *#lˈuːkt̪ɑm# | *#lˈujt̪ɑ# | *#lˈut͡ʃɑ# | *#lˈut͡ʃɑ# {GOLD: #lˈut͡ʃɑ#}
517    | #lˈuːmin̪em# | *#lˈuːmin̪em# | *#lˈumen̪e# | *#lˈumbɾe# | *#lˈumbɾe# {GOLD: #lˈumbɾe#}
518    | #lˈuːn̪ɑm# | *#lˈuːn̪ɑm# | *#lˈun̪ɑ# | *#lˈun̪ɑ# | *#lˈun̪ɑ# {GOLD: #lˈun̪ɑ#}
519    | #lˈɑbium# | *#lˈɑbium# | *#lˈɑbjo# | *#lˈɑbjo# | *#lˈɑbjo# {GOLD: #lˈɑbjo#}
520    | #lˌɑˈiːkum# | *#lˌɑˈiːkum# | *#lˌɑˈiɡo# | *#lˌɑˈiɡo# | *#lɑˈiɡo# {GOLD: #lˈeɡo#}
521    | #lˈɑkrimɑm# | *#lˈɑkrimɑm# | *#lˈɑɡɾmɑ# | *#lˈɑɡmɑ# | *#lˈɑɡmɑ# {GOLD: #lˈɑɡɾimɑ#}
522    | #lˈɑksius# | *#lˈɑksius# | *#lˈɑjsjos# | *#lˈeʃos# | *#lˈexos# {GOLD: #lˈexos#}
523    | #lˈɑksoːs# | *#lˈɑksoːs# | *#lˈɑjsos# | *#lˈeʃos# | *#lˈexos# {GOLD: #lˈexos#}
524    | #lˈɑkt̪em# | *#lˈɑkt̪em# | *#lˈɑjt̪e# | *#lˈet͡ʃe# | *#lˈet͡ʃe# {GOLD: #lˈet͡ʃe#}
525    | #lˈɑkum# | *#lˈɑkum# | *#lˈɑɡo# | *#lˈɑɡo# | *#lˈɑɡo# {GOLD: #lˈɑɡo#}
526    | #lˈɑkweum# | *#lˈɑkweum# | *#lˈɑd͡zo# | *#lˈɑs̪o# | *#lˈɑθo# {GOLD: #lˈɑθo#}
527    | #lˈɑmboː# | *#lˈɑmboː# | *#lˈɑmbo# | *#lˈɑmbo# | *#lˈɑmbo# {GOLD: #lˈɑmo#}
528    | #lˈɑn̪keɑm# | *#lˈɑn̪keɑm# | *#lˈɑn̪t͡sɑ# | *#lˈɑn̪s̪ɑ# | *#lˈɑn̪θɑ# {GOLD: #lˈɑn̪θɑ#}
529    | #lˈɑrɡum# | *#lˈɑrɡum# | *#lˈɑɾɡo# | *#lˈɑɾɡo# | *#lˈɑɾɡo# {GOLD: #lˈɑɾɡo#}
530    | #lˈɑt̪um# | *#lˈɑt̪um# | *#lˈɑd̪o# | *#lˈɑd̪o# | *#lˈɑd̪o# {GOLD: #lˈɑd̪o#}
531    | #lˈɑwsiɑm# | *#lˈɑwsiɑm# | *#lˈɑwzjɑ# | *#lˈosjɑ# | *#lˈosjɑ# {GOLD: #lˈosɑ#}
532    | #lˈɑwt̪iɑm# | *#lˈɑwt̪iɑm# | *#lˈɑwt͡sɑ# | *#lˈos̪ɑ# | *#lˈoθɑ# {GOLD: #lˈoθɑ#}
533    | #lˌemikˈɑn̪eɑ# | *#lˌemikˈɑn̪eɑ# | *#lˌemeɡˈɑɲɑ# | *#lˌeɡʷˈɑɲɑ# | *#leɡʷˈɑɲɑ# {GOLD: #leɡˈɑɲɑ#}
534    | #lˌen̪t̪ˈikulɑ# | *#lˌen̪t̪ˈikulɑ# | *#lˌen̪t̪ˈeʎɑ# | *#lˌen̪t̪ˈeʃɑ# | *#len̪t̪ˈexɑ# {GOLD: #len̪t̪ˈexɑ#}
535    | #lˌeɡˈen̪d̪ɑm# | *#lˌeɡˈen̪d̪ɑm# | *#lˌejˈen̪d̪ɑ# | *#lˌeʝˈen̪d̪ɑ# | *#leʝˈen̪d̪ɑ# {GOLD: #leʝˈen̪d̪ɑ#}
536    | #lˌeɡˈuːmin̪em# | *#lˌeɡˈuːmin̪em# | *#lˌeɡˈumen̪e# | *#lˌeɡˈumbɾe# | *#leɡˈumbɾe# {GOLD: #leɡˈumbɾe#}
537    | #lˈeːɡem# | *#lˈeːɡem# | *#lˈej# | *#lˈej# | *#lˈej# {GOLD: #lˈej#}
538    | #lˌeːɡˈit̪imum# | *#lˌeːɡˈit̪imum# | *#lˌeˈid̪emo# | *#lˌeˈin̪d̪o# | *#leˈin̪d̪o# {GOLD: #lˈin̪d̪o#}
539    | #lˌiːbert̪ˈɑːt̪em# | *#lˌiːbert̪ˈɑːt̪em# | *#lˌibɾt̪ˈɑd̪e# | *#lˌiwt̪ˈɑd̪# | *#liwt̪ˈɑd̪# {GOLD: #libeɾt̪ˈɑd̪#}
540    | #lˌiksˈiːwɑ# | *#lˌiksˈiːwɑ# | *#lˌijsˈiɑ# | *#lˌeʃˈiɑ# | *#lexˈiɑ# {GOLD: #lexˈiɑ#}
541    | #lˌit̪t̪erˈɑːt̪um# | *#lˌit̪t̪erˈɑːt̪um# | *#lˌet̪ɾˈɑd̪o# | *#lˌet̪ɾˈɑd̪o# | *#let̪ɾˈɑd̪o# {GOLD: #let̪ɾˈɑd̪o#}
542    | #lˌiɡˈɑːre# | *#lˌiɡˈɑːre# | *#lˌiˈɑɾe# | *#lˌiˈɑɾ# | *#liˈɑɾ# {GOLD: #liˈɑɾ#}
543    | #lˌiːmit̪ˈɑːre# | *#lˌiːmit̪ˈɑːre# | *#lˌimed̪ˈɑɾe# | *#lˌin̪d̪ˈɑɾ# | *#lin̪d̪ˈɑɾ# {GOLD: #lin̪d̪ˈɑɾ#}
544    | #lˌiːt̪iɡˈɑːre# | *#lˌiːt̪iɡˈɑːre# | *#lˌid̪jˈɑɾe# | *#lˌid̪jˈɑɾ# | *#lid̪jˈɑɾ# {GOLD: #lid̪jˈɑɾ#}
545    | #lˌokˈellum# | *#lˌokˈellum# | *#lˌod͡zjˈello# | *#lˌus̪ˈiʎo# | *#luθˈiʝo# {GOLD: #luθˈiʝo#}
546    | #lˌokˈɑːlem# | *#lˌokˈɑːlem# | *#lˌoɡˈɑle# | *#lˌoɡˈɑl# | *#loɡˈɑl# {GOLD: #luɡˈɑɾ#}
547    | #lˌukrˈɑːri# | *#lˌukrˈɑːri# | *#lˌoɡɾˈɑɾe# | *#lˌoɡɾˈɑɾ# | *#loɡɾˈɑɾ# {GOLD: #loɡɾˈɑɾ#}
548    | #lˌumbrˈiːkem# | *#lˌumbrˈiːkem# | *#lˌombɾˈid͡ze# | *#lˌombɾˈis̪# | *#lombɾˈiθ# {GOLD: #lombɾˈiθ#}
549    | #lˌɑkt̪ˈuːkɑm# | *#lˌɑkt̪ˈuːkɑm# | *#lˌɑjt̪ˈuɡɑ# | *#lˌet͡ʃˈuɡɑ# | *#let͡ʃˈuɡɑ# {GOLD: #let͡ʃˈuɡɑ#}
550    | #lˌɑkweˈɑːre# | *#lˌɑkweˈɑːre# | *#lˌɑd͡zˈɑɾe# | *#lˌɑs̪ˈɑɾ# | *#lɑθˈɑɾ# {GOLD: #lɑθˈɑɾ#}
551    | #kˌɑlˈumn̪iɑ# | *#kˌɑlˈun̪n̪iɑ# | *#kˌɑlˈujɲɑ# | *#kˌɑlˈuɲɑ# | *#kɑlˈuɲɑ# {GOLD: #kɑlˈoɲɑ#}
552    | #lˌɑt̪erˈellum# | *#lˌɑt̪erˈellum# | *#lˌɑd̪ɾjˈello# | *#lˌɑd̪ɾˈiʎo# | *#lɑd̪ɾˈiʝo# {GOLD: #lɑd̪ɾˈiʝo#}
553    | #lˌɑt̪rˈoːn̪em# | *#lˌɑt̪rˈoːn̪em# | *#lˌɑd̪ɾˈon̪e# | *#lˌɑd̪ɾˈon̪# | *#lɑd̪ɾˈon̪# {GOLD: #lɑd̪ɾˈon̪#}
554    | #lˌɑt̪ˈiːn̪um# | *#lˌɑt̪ˈiːn̪um# | *#lˌɑd̪ˈin̪o# | *#lˌɑd̪ˈin̪o# | *#lɑd̪ˈin̪o# {GOLD: #lɑd̪ˈin̪o#}
555    | #lˌɑwd̪ˈɑːre# | *#lˌɑwd̪ˈɑːre# | *#lˌɑwˈɑɾe# | *#lˌoˈɑɾ# | *#loˈɑɾ# {GOLD: #loˈɑɾ#}
556    | #lˌɑːt̪rˈɑːre# | *#lˌɑːt̪rˈɑːre# | *#lˌɑd̪ɾˈɑɾe# | *#lˌɑd̪ɾˈɑɾ# | *#lɑd̪ɾˈɑɾ# {GOLD: #lɑd̪ɾˈɑɾ#}
